SAPCE1 Personal consumption expenditures (PCE) by major type of product 1
SAPCE1 Personal consumption expenditures (PCE) by major type of product 1
State or DC
GeoFips,GeoName,LineCode,Description,2023
01000,Alabama,20,"      Financial services and insurance",15400.7
01000,Alabama,21,"      Other services",19361.7
01000,Alabama,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3146.9
01000,Alabama,23,"      Gross output of nonprofit institutions",22202.5
01000,Alabama,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",19055.6
02000,Alaska,1,Personal consumption expenditures,46131.3
02000,Alaska,2,"  Goods",13335.0
02000,Alaska,3,"    Durable goods",5585.1
02000,Alaska,4,"      Motor vehicles and parts",1729.1
02000,Alaska,5,"      Furnishings and durable household equipment",1140.1
02000,Alaska,6,"      Recreational goods and vehicles",2113.7
02000,Alaska,7,"      Other durable goods",602.2
02000,Alaska,8,"    Nondurable goods",7749.9
02000,Alaska,9,"      Food and beverages purchased for off-premises consumption",3518.8
02000,Alaska,10,"      Clothing and footwear",852.0
02000,Alaska,11,"      Gasoline and other energy goods",760.3
02000,Alaska,12,"      Other nondurable goods",2618.8
02000,Alaska,13,"  Services",32796.3
02000,Alaska,14,"    Household consumption expenditures (for services)",30300.8
02000,Alaska,15,"      Housing and utilities",6707.9
02000,Alaska,16,"      Health care",9545.3
02000,Alaska,17,"      Transportation services",1952.3
02000,Alaska,18,"      Recreation services",2400.2
02000,Alaska,19,"      Food services and accommodations",3745.8
02000,Alaska,20,"      Financial services and insurance",2702.8
02000,Alaska,21,"      Other services",3246.5
02000,Alaska,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",2495.5
02000,Alaska,23,"      Gross output of nonprofit institutions",6145.1
02000,Alaska,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",3649.6
04000,Arizona,1,Personal consumption expenditures,400704.5
04000,Arizona,2,"  Goods",135295.0
04000,Arizona,3,"    Durable goods",50425.2
04000,Arizona,4,"      Motor vehicles and parts",18250.2
04000,Arizona,5,"      Furnishings and durable household equipment",11049.5
04000,Arizona,6,"      Recreational goods and vehicles",14064.2
04000,Arizona,7,"      Other durable goods",7061.3
04000,Arizona,8,"    Nondurable goods",84869.9
04000,Arizona,9,"      Food and beverages purchased for off-premises consumption",29151.8
04000,Arizona,10,"      Clothing and footwear",10474.2
04000,Arizona,11,"      Gasoline and other energy goods",10003.5
04000,Arizona,12,"      Other nondurable goods",35240.3
04000,Arizona,13,"  Services",265409.5
04000,Arizona,14,"    Household consumption expenditures (for services)",258245.5
04000,Arizona,15,"      Housing and utilities",81452.2
04000,Arizona,16,"      Health care",59023.5
04000,Arizona,17,"      Transportation services",16309.0
04000,Arizona,18,"      Recreation services",16225.1
04000,Arizona,19,"      Food services and accommodations",30832.6
04000,Arizona,20,"      Financial services and insurance",25107.9
04000,Arizona,21,"      Other services",29295.1
04000,Arizona,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",7164.0
04000,Arizona,23,"      Gross output of nonprofit institutions",33053.4
04000,Arizona,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",25889.4
05000,Arkansas,1,Personal consumption expenditures,135760.8
05000,Arkansas,2,"  Goods",48439.8
05000,Arkansas,3,"    Durable goods",15761.7
05000,Arkansas,4,"      Motor vehicles and parts",6314.1
05000,Arkansas,5,"      Furnishings and durable household equipment",3932.4
05000,Arkansas,6,"      Recreational goods and vehicles",3856.8
05000,Arkansas,7,"      Other durable goods",1658.3
05000,Arkansas,8,"    Nondurable goods",32678.1
05000,Arkansas,9,"      Food and beverages purchased for off-premises consumption",11012.8
05000,Arkansas,10,"      Clothing and footwear",4200.9
05000,Arkansas,11,"      Gasoline and other energy goods",5504.4
05000,Arkansas,12,"      Other nondurable goods",11960.0
05000,Arkansas,13,"  Services",87320.9
05000,Arkansas,14,"    Household consumption expenditures (for services)",82749.3
05000,Arkansas,15,"      Housing and utilities",20849.8
05000,Arkansas,16,"      Health care",24842.5
05000,Arkansas,17,"      Transportation services",3031.5
05000,Arkansas,18,"      Recreation services",3593.5
05000,Arkansas,19,"      Food services and accommodations",8803.5
05000,Arkansas,20,"      Financial services and insurance",12051.5
05000,Arkansas,21,"      Other services",9577.1
05000,Arkansas,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",4571.6
05000,Arkansas,23,"      Gross output of nonprofit institutions",16391.0
05000,Arkansas,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",11819.4
06000,California,1,Personal consumption expenditures,2526290.3
06000,California,2,"  Goods",729807.4
06000,California,3,"    Durable goods",248005.8
06000,California,4,"      Motor vehicles and parts",70962.1
06000,California,5,"      Furnishings and durable household equipment",57990.4
06000,California,6,"      Recreational goods and vehicles",81143.8
06000,California,7,"      Other durable goods",37909.6
06000,California,8,"    Nondurable goods",481801.6
06000,California,9,"      Food and beverages purchased for off-premises consumption",183446.5
06000,California,10,"      Clothing and footwear",77801.4
06000,California,11,"      Gasoline and other energy goods",51440.9
06000,California,12,"      Other nondurable goods",169112.8
06000,California,13,"  Services",1796482.9
06000,California,14,"    Household consumption expenditures (for services)",1715790.2
06000,California,15,"      Housing and utilities",474923.5
06000,California,16,"      Health care",404205.2
06000,California,17,"      Transportation services",96003.8
06000,California,18,"      Recreation services",125363.8
06000,California,19,"      Food services and accommodations",202174.2
06000,California,20,"      Financial services and insurance",187458.6
06000,California,21,"      Other services",225661.2
06000,California,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",80692.7
06000,California,23,"      Gross output of nonprofit institutions",293558.9
06000,California,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",212866.2
08000,Colorado,1,Personal consumption expenditures,374880.1
08000,Colorado,2,"  Goods",122105.7
08000,Colorado,3,"    Durable goods",46028.5
08000,Colorado,4,"      Motor vehicles and parts",14360.3
08000,Colorado,5,"      Furnishings and durable household equipment",10384.4
08000,Colorado,6,"      Recreational goods and vehicles",15595.5
08000,Colorado,7,"      Other durable goods",5688.3
08000,Colorado,8,"    Nondurable goods",76077.2
08000,Colorado,9,"      Food and beverages purchased for off-premises consumption",28927.6
08000,Colorado,10,"      Clothing and footwear",10242.8
08000,Colorado,11,"      Gasoline and other energy goods",8127.2
08000,Colorado,12,"      Other nondurable goods",28779.5
08000,Colorado,13,"  Services",252774.4
08000,Colorado,14,"    Household consumption expenditures (for services)",244453.1
08000,Colorado,15,"      Housing and utilities",74055.8
08000,Colorado,16,"      Health care",49459.0
08000,Colorado,17,"      Transportation services",13940.4
08000,Colorado,18,"      Recreation services",19244.9
08000,Colorado,19,"      Food services and accommodations",31123.0
08000,Colorado,20,"      Financial services and insurance",26160.9
08000,Colorado,21,"      Other services",30469.3
08000,Colorado,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",8321.2
08000,Colorado,23,"      Gross output of nonprofit institutions",33967.6
08000,Colorado,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",25646.3
09000,Connecticut,1,Personal consumption expenditures,235580.4
09000,Connecticut,2,"  Goods",69532.1
09000,Connecticut,3,"    Durable goods",23990.7
09000,Connecticut,4,"      Motor vehicles and parts",7509.2
09000,Connecticut,5,"      Furnishings and durable household equipment",5907.8
09000,Connecticut,6,"      Recreational goods and vehicles",7197.2
09000,Connecticut,7,"      Other durable goods",3376.5
09000,Connecticut,8,"    Nondurable goods",45541.4
09000,Connecticut,9,"      Food and beverages purchased for off-premises consumption",16184.8
09000,Connecticut,10,"      Clothing and footwear",5693.9
09000,Connecticut,11,"      Gasoline and other energy goods",4080.7
09000,Connecticut,12,"      Other nondurable goods",19582.0
09000,Connecticut,13,"  Services",166048.3
09000,Connecticut,14,"    Household consumption expenditures (for services)",156483.2
09000,Connecticut,15,"      Housing and utilities",41813.4
09000,Connecticut,16,"      Health care",36546.0
09000,Connecticut,17,"      Transportation services",8655.6
09000,Connecticut,18,"      Recreation services",9629.5
09000,Connecticut,19,"      Food services and accommodations",14702.5
09000,Connecticut,20,"      Financial services and insurance",22512.3
09000,Connecticut,21,"      Other services",22624.0
09000,Connecticut,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",9565.1
09000,Connecticut,23,"      Gross output of nonprofit institutions",34235.8
09000,Connecticut,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",24670.6
10000,Delaware,1,Personal consumption expenditures,59511.5
10000,Delaware,2,"  Goods",18898.2
10000,Delaware,3,"    Durable goods",6800.9
10000,Delaware,4,"      Motor vehicles and parts",2396.8
10000,Delaware,5,"      Furnishings and durable household equipment",1582.4
10000,Delaware,6,"      Recreational goods and vehicles",1848.4
10000,Delaware,7,"      Other durable goods",973.4
10000,Delaware,8,"    Nondurable goods",12097.3
10000,Delaware,9,"      Food and beverages purchased for off-premises consumption",4371.8
10000,Delaware,10,"      Clothing and footwear",1517.1
10000,Delaware,11,"      Gasoline and other energy goods",1750.5
10000,Delaware,12,"      Other nondurable goods",4457.9
10000,Delaware,13,"  Services",40613.3
10000,Delaware,14,"    Household consumption expenditures (for services)",39003.2
10000,Delaware,15,"      Housing and utilities",10639.8
10000,Delaware,16,"      Health care",11444.6
10000,Delaware,17,"      Transportation services",1568.1
10000,Delaware,18,"      Recreation services",1845.6
10000,Delaware,19,"      Food services and accommodations",4377.8
10000,Delaware,20,"      Financial services and insurance",3857.0
10000,Delaware,21,"      Other services",5270.2
10000,Delaware,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1610.1
10000,Delaware,23,"      Gross output of nonprofit institutions",5875.4
10000,Delaware,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",4265.3
11000,District of Columbia,1,Personal consumption expenditures,62490.4
11000,District of Columbia,2,"  Goods",17515.8
11000,District of Columbia,3,"    Durable goods",5952.7
11000,District of Columbia,4,"      Motor vehicles and parts",1650.0
11000,District of Columbia,5,"      Furnishings and durable household equipment",1155.9
11000,District of Columbia,6,"      Recreational goods and vehicles",2287.8
11000,District of Columbia,7,"      Other durable goods",859.0
11000,District of Columbia,8,"    Nondurable goods",11563.1
11000,District of Columbia,9,"      Food and beverages purchased for off-premises consumption",5092.2
11000,District of Columbia,10,"      Clothing and footwear",1868.6
11000,District of Columbia,11,"      Gasoline and other energy goods",1040.3
11000,District of Columbia,12,"      Other nondurable goods",3562.0
11000,District of Columbia,13,"  Services",44974.6
11000,District of Columbia,14,"    Household consumption expenditures (for services)",43013.3
11000,District of Columbia,15,"      Housing and utilities",11189.9
11000,District of Columbia,16,"      Health care",8989.1
11000,District of Columbia,17,"      Transportation services",2469.3
11000,District of Columbia,18,"      Recreation services",1496.4
11000,District of Columbia,19,"      Food services and accommodations",3899.3
11000,District of Columbia,20,"      Financial services and insurance",4336.2
11000,District of Columbia,21,"      Other services",10633.0
11000,District of Columbia,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1961.4
11000,District of Columbia,23,"      Gross output of nonprofit institutions",6188.1
11000,District of Columbia,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",4226.8
12000,Florida,1,Personal consumption expenditures,1361251.4
12000,Florida,2,"  Goods",436816.6
12000,Florida,3,"    Durable goods",168063.4
12000,Florida,4,"      Motor vehicles and parts",55764.9
12000,Florida,5,"      Furnishings and durable household equipment",39400.3
12000,Florida,6,"      Recreational goods and vehicles",51225.9
12000,Florida,7,"      Other durable goods",21672.2
12000,Florida,8,"    Nondurable goods",268753.2
12000,Florida,9,"      Food and beverages purchased for off-premises consumption",107095.4
12000,Florida,10,"      Clothing and footwear",29373.1
12000,Florida,11,"      Gasoline and other energy goods",26415.8
12000,Florida,12,"      Other nondurable goods",105868.9
12000,Florida,13,"  Services",924434.8
12000,Florida,14,"    Household consumption expenditures (for services)",916762.6
12000,Florida,15,"      Housing and utilities",275653.0
12000,Florida,16,"      Health care",203398.4
12000,Florida,17,"      Transportation services",46474.3
12000,Florida,18,"      Recreation services",51201.8
12000,Florida,19,"      Food services and accommodations",109551.4
12000,Florida,20,"      Financial services and insurance",120334.6
12000,Florida,21,"      Other services",110149.0
12000,Florida,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",7672.2
12000,Florida,23,"      Gross output of nonprofit institutions",80401.3
12000,Florida,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",72729.1
13000,Georgia,1,Personal consumption expenditures,554573.4
13000,Georgia,2,"  Goods",200820.7
13000,Georgia,3,"    Durable goods",67606.6
13000,Georgia,4,"      Motor vehicles and parts",26282.2
13000,Georgia,5,"      Furnishings and durable household equipment",14005.8
13000,Georgia,6,"      Recreational goods and vehicles",18535.9
13000,Georgia,7,"      Other durable goods",8782.6
13000,Georgia,8,"    Nondurable goods",133214.1
13000,Georgia,9,"      Food and beverages purchased for off-premises consumption",49018.7
13000,Georgia,10,"      Clothing and footwear",16386.8
13000,Georgia,11,"      Gasoline and other energy goods",16606.5
13000,Georgia,12,"      Other nondurable goods",51202.1
13000,Georgia,13,"  Services",353752.7
13000,Georgia,14,"    Household consumption expenditures (for services)",350648.4
13000,Georgia,15,"      Housing and utilities",96243.0
13000,Georgia,16,"      Health care",88324.6
13000,Georgia,17,"      Transportation services",20905.1
13000,Georgia,18,"      Recreation services",24026.4
13000,Georgia,19,"      Food services and accommodations",42132.8
13000,Georgia,20,"      Financial services and insurance",34863.2
13000,Georgia,21,"      Other services",44153.4
13000,Georgia,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3104.3
13000,Georgia,23,"      Gross output of nonprofit institutions",49841.4
13000,Georgia,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",46737.2
15000,Hawaii,1,Personal consumption expenditures,83403.5
15000,Hawaii,2,"  Goods",24492.2
15000,Hawaii,3,"    Durable goods",7256.7
15000,Hawaii,4,"      Motor vehicles and parts",2625.1
15000,Hawaii,5,"      Furnishings and durable household equipment",1961.8
15000,Hawaii,6,"      Recreational goods and vehicles",1642.2
15000,Hawaii,7,"      Other durable goods",1027.6
15000,Hawaii,8,"    Nondurable goods",17235.5
15000,Hawaii,9,"      Food and beverages purchased for off-premises consumption",7903.2
15000,Hawaii,10,"      Clothing and footwear",2162.0
15000,Hawaii,11,"      Gasoline and other energy goods",1074.1
15000,Hawaii,12,"      Other nondurable goods",6096.2
15000,Hawaii,13,"  Services",58911.3
15000,Hawaii,14,"    Household consumption expenditures (for services)",55704.3
15000,Hawaii,15,"      Housing and utilities",16648.0
15000,Hawaii,16,"      Health care",13070.2
15000,Hawaii,17,"      Transportation services",3193.8
15000,Hawaii,18,"      Recreation services",3450.8
15000,Hawaii,19,"      Food services and accommodations",7603.5
15000,Hawaii,20,"      Financial services and insurance",5585.0
15000,Hawaii,21,"      Other services",6153.0
15000,Hawaii,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3207.0
15000,Hawaii,23,"      Gross output of nonprofit institutions",9525.3
15000,Hawaii,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",6318.3
16000,Idaho,1,Personal consumption expenditures,90907.7
16000,Idaho,2,"  Goods",32737.6
16000,Idaho,3,"    Durable goods",13050.0
16000,Idaho,4,"      Motor vehicles and parts",4527.6
16000,Idaho,5,"      Furnishings and durable household equipment",2641.8
16000,Idaho,6,"      Recreational goods and vehicles",4449.7
16000,Idaho,7,"      Other durable goods",1430.9
16000,Idaho,8,"    Nondurable goods",19687.5
16000,Idaho,9,"      Food and beverages purchased for off-premises consumption",7491.2
16000,Idaho,10,"      Clothing and footwear",2286.5
16000,Idaho,11,"      Gasoline and other energy goods",3402.0
16000,Idaho,12,"      Other nondurable goods",6507.9
16000,Idaho,13,"  Services",58170.1
16000,Idaho,14,"    Household consumption expenditures (for services)",56899.4
16000,Idaho,15,"      Housing and utilities",18290.4
16000,Idaho,16,"      Health care",14750.2
16000,Idaho,17,"      Transportation services",2884.3
16000,Idaho,18,"      Recreation services",2899.3
16000,Idaho,19,"      Food services and accommodations",5903.0
16000,Idaho,20,"      Financial services and insurance",6659.5
16000,Idaho,21,"      Other services",5512.7
16000,Idaho,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1270.7
16000,Idaho,23,"      Gross output of nonprofit institutions",9349.6
16000,Idaho,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",8078.8
17000,Illinois,1,Personal consumption expenditures,732059.2
17000,Illinois,2,"  Goods",232212.0
17000,Illinois,3,"    Durable goods",81486.5
17000,Illinois,4,"      Motor vehicles and parts",25939.5
17000,Illinois,5,"      Furnishings and durable household equipment",18213.2
17000,Illinois,6,"      Recreational goods and vehicles",26143.8
17000,Illinois,7,"      Other durable goods",11190.0
17000,Illinois,8,"    Nondurable goods",150725.6
17000,Illinois,9,"      Food and beverages purchased for off-premises consumption",51687.1
17000,Illinois,10,"      Clothing and footwear",21259.5
17000,Illinois,11,"      Gasoline and other energy goods",16107.8
17000,Illinois,12,"      Other nondurable goods",61671.2
17000,Illinois,13,"  Services",499847.2
17000,Illinois,14,"    Household consumption expenditures (for services)",466388.5
17000,Illinois,15,"      Housing and utilities",116553.9
17000,Illinois,16,"      Health care",115939.8
17000,Illinois,17,"      Transportation services",29210.4
17000,Illinois,18,"      Recreation services",26101.0
17000,Illinois,19,"      Food services and accommodations",51192.5
17000,Illinois,20,"      Financial services and insurance",58469.3
17000,Illinois,21,"      Other services",68921.5
17000,Illinois,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",33458.7
17000,Illinois,23,"      Gross output of nonprofit institutions",100712.1
17000,Illinois,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",67253.4
18000,Indiana,1,Personal consumption expenditures,339862.5
18000,Indiana,2,"  Goods",119078.3
18000,Indiana,3,"    Durable goods",40036.4
18000,Indiana,4,"      Motor vehicles and parts",15614.4
18000,Indiana,5,"      Furnishings and durable household equipment",8918.1
18000,Indiana,6,"      Recreational goods and vehicles",10718.8
18000,Indiana,7,"      Other durable goods",4785.1
18000,Indiana,8,"    Nondurable goods",79041.9
18000,Indiana,9,"      Food and beverages purchased for off-premises consumption",27672.9
18000,Indiana,10,"      Clothing and footwear",8856.7
18000,Indiana,11,"      Gasoline and other energy goods",11269.0
18000,Indiana,12,"      Other nondurable goods",31243.3
18000,Indiana,13,"  Services",220784.2
18000,Indiana,14,"    Household consumption expenditures (for services)",209019.5
18000,Indiana,15,"      Housing and utilities",53092.2
18000,Indiana,16,"      Health care",70967.5
18000,Indiana,17,"      Transportation services",9335.7
18000,Indiana,18,"      Recreation services",9355.7
18000,Indiana,19,"      Food services and accommodations",22935.2
18000,Indiana,20,"      Financial services and insurance",21319.4
18000,Indiana,21,"      Other services",22013.7
18000,Indiana,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",11764.7
18000,Indiana,23,"      Gross output of nonprofit institutions",37210.3
18000,Indiana,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",25445.6
19000,Iowa,1,Personal consumption expenditures,153399.7
19000,Iowa,2,"  Goods",55813.8
19000,Iowa,3,"    Durable goods",19680.9
19000,Iowa,4,"      Motor vehicles and parts",9371.5
19000,Iowa,5,"      Furnishings and durable household equipment",3877.5
19000,Iowa,6,"      Recreational goods and vehicles",4605.4
19000,Iowa,7,"      Other durable goods",1826.5
19000,Iowa,8,"    Nondurable goods",36132.8
19000,Iowa,9,"      Food and beverages purchased for off-premises consumption",13041.9
19000,Iowa,10,"      Clothing and footwear",3680.9
19000,Iowa,11,"      Gasoline and other energy goods",6414.4
19000,Iowa,12,"      Other nondurable goods",12995.5
19000,Iowa,13,"  Services",97585.9
19000,Iowa,14,"    Household consumption expenditures (for services)",92026.9
19000,Iowa,15,"      Housing and utilities",24832.8
19000,Iowa,16,"      Health care",26375.5
19000,Iowa,17,"      Transportation services",4739.2
19000,Iowa,18,"      Recreation services",4638.1
19000,Iowa,19,"      Food services and accommodations",9484.1
19000,Iowa,20,"      Financial services and insurance",10592.1
19000,Iowa,21,"      Other services",11364.9
19000,Iowa,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",5559.0
19000,Iowa,23,"      Gross output of nonprofit institutions",16280.5
19000,Iowa,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",10721.5
20000,Kansas,1,Personal consumption expenditures,145110.3
20000,Kansas,2,"  Goods",48702.2
20000,Kansas,3,"    Durable goods",15915.8
20000,Kansas,4,"      Motor vehicles and parts",6931.9
20000,Kansas,5,"      Furnishings and durable household equipment",3978.7
20000,Kansas,6,"      Recreational goods and vehicles",3065.2
20000,Kansas,7,"      Other durable goods",1940.0
20000,Kansas,8,"    Nondurable goods",32786.4
20000,Kansas,9,"      Food and beverages purchased for off-premises consumption",13309.3
20000,Kansas,10,"      Clothing and footwear",3470.6
20000,Kansas,11,"      Gasoline and other energy goods",4013.7
20000,Kansas,12,"      Other nondurable goods",11992.7
20000,Kansas,13,"  Services",96408.1
20000,Kansas,14,"    Household consumption expenditures (for services)",92518.1
20000,Kansas,15,"      Housing and utilities",22941.6
20000,Kansas,16,"      Health care",25063.7
20000,Kansas,17,"      Transportation services",4370.9
20000,Kansas,18,"      Recreation services",4748.7
20000,Kansas,19,"      Food services and accommodations",9564.3
20000,Kansas,20,"      Financial services and insurance",11276.4
20000,Kansas,21,"      Other services",14552.6
20000,Kansas,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",3890.0
20000,Kansas,23,"      Gross output of nonprofit institutions",15674.9
20000,Kansas,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",11784.9
21000,Kentucky,1,Personal consumption expenditures,213960.2
21000,Kentucky,2,"  Goods",76055.9
21000,Kentucky,3,"    Durable goods",23356.6
21000,Kentucky,4,"      Motor vehicles and parts",9694.0
21000,Kentucky,5,"      Furnishings and durable household equipment",5372.2
21000,Kentucky,6,"      Recreational goods and vehicles",5425.6
21000,Kentucky,7,"      Other durable goods",2864.8
21000,Kentucky,8,"    Nondurable goods",52699.3
21000,Kentucky,9,"      Food and beverages purchased for off-premises consumption",19128.9
21000,Kentucky,10,"      Clothing and footwear",5312.9
21000,Kentucky,11,"      Gasoline and other energy goods",7397.0
21000,Kentucky,12,"      Other nondurable goods",20860.5
21000,Kentucky,13,"  Services",137904.3
21000,Kentucky,14,"    Household consumption expenditures (for services)",131412.2
21000,Kentucky,15,"      Housing and utilities",32386.5
21000,Kentucky,16,"      Health care",42830.1
21000,Kentucky,17,"      Transportation services",5095.8
21000,Kentucky,18,"      Recreation services",7172.3
21000,Kentucky,19,"      Food services and accommodations",14772.9
21000,Kentucky,20,"      Financial services and insurance",14614.0
21000,Kentucky,21,"      Other services",14540.6
21000,Kentucky,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",6492.1
21000,Kentucky,23,"      Gross output of nonprofit institutions",23383.7
21000,Kentucky,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",16891.7
22000,Louisiana,1,Personal consumption expenditures,221484.7
22000,Louisiana,2,"  Goods",77328.9
22000,Louisiana,3,"    Durable goods",25662.1
22000,Louisiana,4,"      Motor vehicles and parts",12043.6
22000,Louisiana,5,"      Furnishings and durable household equipment",6138.7
22000,Louisiana,6,"      Recreational goods and vehicles",4703.2
22000,Louisiana,7,"      Other durable goods",2776.5
22000,Louisiana,8,"    Nondurable goods",51666.9
22000,Louisiana,9,"      Food and beverages purchased for off-premises consumption",18449.2
22000,Louisiana,10,"      Clothing and footwear",6344.6
22000,Louisiana,11,"      Gasoline and other energy goods",6903.2
22000,Louisiana,12,"      Other nondurable goods",19969.8
22000,Louisiana,13,"  Services",144155.8
22000,Louisiana,14,"    Household consumption expenditures (for services)",139955.8
22000,Louisiana,15,"      Housing and utilities",34836.1
22000,Louisiana,16,"      Health care",43796.3
22000,Louisiana,17,"      Transportation services",4966.3
22000,Louisiana,18,"      Recreation services",6835.9
22000,Louisiana,19,"      Food services and accommodations",17229.9
22000,Louisiana,20,"      Financial services and insurance",16783.5
22000,Louisiana,21,"      Other services",15507.7
22000,Louisiana,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",4200.0
22000,Louisiana,23,"      Gross output of nonprofit institutions",18746.6
22000,Louisiana,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",14546.6
23000,Maine,1,Personal consumption expenditures,84092.7
23000,Maine,2,"  Goods",27880.2
23000,Maine,3,"    Durable goods",8788.7
23000,Maine,4,"      Motor vehicles and parts",3613.7
23000,Maine,5,"      Furnishings and durable household equipment",2066.2
23000,Maine,6,"      Recreational goods and vehicles",2200.2
23000,Maine,7,"      Other durable goods",908.6
23000,Maine,8,"    Nondurable goods",19091.5
23000,Maine,9,"      Food and beverages purchased for off-premises consumption",7368.2
23000,Maine,10,"      Clothing and footwear",1657.0
23000,Maine,11,"      Gasoline and other energy goods",2779.3
23000,Maine,12,"      Other nondurable goods",7286.9
23000,Maine,13,"  Services",56212.4
23000,Maine,14,"    Household consumption expenditures (for services)",52009.1
23000,Maine,15,"      Housing and utilities",15110.1
23000,Maine,16,"      Health care",14044.0
23000,Maine,17,"      Transportation services",2267.9
23000,Maine,18,"      Recreation services",3590.2
23000,Maine,19,"      Food services and accommodations",6239.1
23000,Maine,20,"      Financial services and insurance",4892.7
23000,Maine,21,"      Other services",5865.1
23000,Maine,22,"    Final consumption expenditures of nonprofit institutions serving households (NPISHs)",4203.3
23000,Maine,23,"      Gross output of nonprofit institutions",9559.8
23000,Maine,24,"      Less: Receipts from sales of goods and services by nonprofit institutions",5356.5
